"","E003","E004","E005","E006","E007","E011","E012","E013","E016","E024","E050","E053","E054","E058","E065","E066","E070","E071","E079","E084","E085","E094","E095","E096","E097","E098","E100","E104","E105","E106","E109","E112","E113"
"ENSG00000133636",199.025,590.65,1.4,0.006,0.538,24.063,0.255,81.965,85.116,28.653,0.028,0,0.033,0,0,0.71,1.894,5.698,0.299,60.283,86.695,0.083,0.052,1.226,0.619,1.86,0.03,0.787,0.118,0.274,7.278,4.371,0.72
"ENSG00000133639",23.257,18.515,224.469,86.491,83.979,42.177,44.796,40.963,25.206,17.063,96.549,18.416,21.915,37.178,73.301,118.675,118.978,25.406,73.652,49.074,43.802,123.164,43.038,119.159,123.733,93.645,17.398,125.592,49.97,135.925,75.841,622.877,316.008
"ENSG00000133640",0.879,0.365,0.38,0.351,2.821,1.498,1.617,0.451,0.447,0.306,0.019,0.021,0.367,0.346,0,0.043,0.813,8.109,0.06,0.133,0.022,0,0.094,1.838,0.017,0.437,0.055,0.041,0.043,0.02,0.022,0.125,0.045
"ENSG00000133641",3.927,5.766,2.754,3.875,5.451,3.59,4.002,3.655,4.128,2.624,5.803,3.234,4.254,5.822,8.824,5.746,3.19,5.212,9.664,5.271,4.821,5.504,3.85,3.97,3.955,3.528,6.288,3.304,3.445,2.427,2.927,9.88,4.027
"ENSG00000133657",25.534,30.798,14.711,33.286,16.972,16.566,17.84,16.088,21.457,22.959,12.854,11.623,11.434,35.765,12.991,26.896,3.673,5.385,7.733,23.486,24.09,10.614,49.597,17.586,8.349,7.934,14.427,15.493,29.395,11.756,12.45,12.274,10.416
"ENSG00000133661",0.274,0.77,0.12,0.016,0.085,0.117,0.871,0.147,0.163,0.495,0.096,0,0.056,0.121,0.311,1.351,0.4,2.357,0.661,0.291,0.075,0.391,0.133,676.22,0.183,2.818,0.023,0.184,0.148,0.213,0.175,2.358,0.192
"ENSG00000133665",1.754,1.556,0.015,0,3.036,0.982,1.442,0.346,1.992,1.54,0.006,0.012,0.026,0.065,0,0.066,0.468,6.375,0.131,0.105,0.131,0.21,0.013,7.837,0.048,0.081,0.004,0.009,0,0.207,0.316,0.174,0.007
"ENSG00000133678",19.363,11.448,9.408,6.552,19.745,15.512,17.219,10.401,12.277,18.163,17.118,9.493,10.691,10.577,6.258,31.41,17.071,9.019,14.354,19.465,22.853,7.735,3.484,10.203,7.801,5.577,3.433,4.004,4.177,7.466,10.924,12.837,6.198
"ENSG00000133687",2.747,3.831,0.838,17.111,2.223,1.544,3.239,2.085,2.922,3.22,0.301,9.359,9.441,0.931,9.949,0.759,1.069,3.891,6.227,1.425,0.399,2.364,15.619,2.313,5.381,1.199,12.362,9.518,10.129,2.295,6.56,6.187,7.263
"ENSG00000133703",22.602,28.717,18.979,12.266,19.622,24.953,20.654,17.594,22.729,20.892,24.514,7.859,9.066,11.452,7.965,5.871,7.859,6.487,9.197,18.285,18.692,18.436,9.506,9.811,5.407,4.228,8.252,5.289,6.572,15.614,11.444,13.623,8.444
"ENSG00000133704",14.313,14.942,8.842,12.263,11.643,16.061,22.971,15.228,21.067,11.152,21.36,16.831,16.134,12.721,17.822,9.22,5.167,11.217,10.165,16.035,17.312,13.692,10.02,6.705,12.699,7.981,9.947,6.24,7.783,13.868,15.166,14.573,14.657
"ENSG00000133706",52.174,57.114,21.436,20.637,28.789,31.549,38.771,28.294,52.64,44.521,54.718,22.757,25.284,34.938,18.385,7.821,16.748,20.045,14.954,23.264,21.801,16.593,22.205,20.597,18.069,22.089,36.913,14.11,19.988,16.662,20.657,23.456,21.482
"ENSG00000133710",3.342,2.009,1.589,0.572,3.448,1.731,4.119,2.886,1.44,5.2,0.007,0,0.007,10.013,1.161,0.061,0.006,0.053,794.056,0.382,0.197,0.987,1.173,4.507,0.16,0.443,0.098,0.93,2.368,17.615,0.604,38.864,0.564
"ENSG00000133731",7.181,15.637,4.326,6.631,17.498,12.273,12.753,9.79,11.839,6.511,27.322,5.073,5.948,7.326,17.727,11.062,3.361,9.955,12.643,13.422,14.182,11.149,19.531,12.009,9.281,7.758,9.733,18.209,18.072,19.346,14.604,24.294,12.413
"ENSG00000133739",14.288,12.815,4.823,2.511,8.614,8.036,4.821,4,6.744,8.125,14.143,5.109,6.367,5.258,16.252,2.958,5.316,17.605,3.422,7.916,8.641,6.234,1.089,5.462,5.654,3.224,0.379,3.774,1.592,3.947,6.23,5.793,4.083
"ENSG00000133740",11.211,21.775,3.722,2.464,19.748,14.25,12.199,9.846,17.572,11.811,9.441,8.409,8.406,1.893,0.329,0.689,6.277,1.155,0.574,8.259,6.728,2.356,0.902,1.467,1.25,1.216,0.159,0.923,1.31,2.35,2.427,5.384,5.543
"ENSG00000133742",0,0,0.001,0,0.001,0,0,0,0,0,9.17,0.009,0,0.004,38.8,0.13,0,0.249,0.007,0.129,0.079,0.127,0.041,0.309,0.032,0.026,0.007,0.039,0.042,209.055,0.317,0.527,1.929
"ENSG00000133773",25.294,43.175,18.567,12.678,24.011,7.088,7.458,9.219,10.537,6.463,25.182,2.407,2.659,8.683,11.2,10.001,5.02,12.489,7.974,7.217,6.909,10.372,6.348,15.063,13.769,7.765,9.885,8.458,7.303,6.722,10.11,18.697,12.937
"ENSG00000133789",13.234,20.609,34.734,12.012,13.094,10.884,7.086,12.291,14.666,11.575,22.659,17.491,21.029,9.813,28.897,4.178,4.134,12.931,9.259,9.391,8.781,11.186,9.302,12.834,11.574,5.425,2.687,7.708,7.813,11.87,9.285,13.129,47.595
"ENSG00000133794",1.702,1.867,5.353,2.802,0.868,1.13,0.854,2.2,1.468,1.67,2.241,15.376,9.792,6.895,3.757,10.352,2.936,3.539,3.472,1.674,1.185,5.588,3.663,4.549,6.873,3.798,9.563,2.873,3.907,3.764,2.803,10.195,3.367
"ENSG00000133800",0.025,0.047,0.009,0.242,0.019,0.021,0.008,0.152,0.018,0.024,0.015,0.008,0.022,0.001,35.624,53.563,0.931,5.898,31.825,23.704,13.02,19.651,10.537,24.46,20.145,6.752,4.545,11.809,19.781,15.377,95.21,13.193,33.944
"ENSG00000133805",1.086,1.069,1.106,8.804,0.516,0.645,0.576,2.602,1.764,1.003,12.3,0.996,0.51,4.82,2.609,0.487,0.628,6.552,5.772,1.807,1.203,4.152,0.569,2.909,1.315,2.861,25.958,2.286,0.486,4.153,1.435,8.549,9.389
"ENSG00000133808",0.037,0.182,2.176,0.434,0.031,0.018,0.02,0.602,0.04,0.073,0.634,0.042,0.015,21.703,0.724,0.409,0.042,0.109,0.306,2.086,2.64,1.027,0.131,2.98,0.084,0.447,0.029,0.398,0.06,2.854,0.762,0.375,0.16
"ENSG00000133812",4.821,5.149,3.96,6.446,6.264,4.461,3.671,6.653,5.557,6.006,4.379,16.671,14.7,6.379,2.801,2.692,11.287,4.265,4.697,9.286,9.96,4.393,2.986,1.669,7.33,1.862,1.484,2.925,2.945,2.75,2.64,2.066,1.688
"ENSG00000133816",0.169,1.784,5.181,22.375,0.047,0.539,0.414,15.329,0.268,0.701,4.274,0.339,0.07,33.723,36.649,2.98,0.304,5.899,5.044,5.573,5.189,13.925,13.753,10.392,3.42,2.292,2.992,13.235,10.534,22.821,7.718,3.453,1.037
"ENSG00000133818",48.631,73.143,17.505,21.16,22.112,14.722,20.361,15.605,46.925,34.77,1.126,2.421,2.165,27.181,15.533,14.237,2.402,3.118,6.862,16.291,17.599,12.582,16.514,15.768,12.563,7.573,16.153,13.465,11.513,6.224,7.019,15.508,12.919
"ENSG00000133835",51.69,71.792,22.012,21.965,37.709,38.942,47.771,22.419,61.851,47.845,41.528,22.323,28.265,28.503,43.781,132.147,16.915,40.918,38.658,32.687,31.764,50.84,38.314,78.869,23.491,37.895,18.449,51.094,39.895,40.076,59.584,32.611,37.296
"ENSG00000133858",11.32,5.406,8.634,8.762,11.568,9.741,13.716,13.669,7.174,8.251,23.723,7.394,9.312,10.579,7.081,1.984,9.411,15.745,9.371,21.526,20.237,4.13,4.843,8.742,10.975,9.143,7.067,5.352,5.092,8.978,6.315,14.688,10.005
"ENSG00000133863",6.625,2.166,0.014,0.003,1.677,0.723,1.983,0.342,2.658,4.886,0.085,2.1,2.388,0.042,0.034,0.014,0.347,0.222,0.181,0.073,0.067,0.006,0.001,0.017,0.149,0,0.012,0.038,0.006,0.005,0.02,0.046,0.223
"ENSG00000133872",64.416,55.896,48.346,93.081,75.154,72.849,51.041,83.67,46.188,67.965,199.227,117.555,158.922,62.652,214.281,211.21,123.784,177.492,66.78,93.169,97.438,111.979,110.369,63.842,245.867,58.418,71.066,85.356,104.531,119.254,115.231,331.49,89.519
"ENSG00000133874",15.53,14.156,4.992,2.724,23.45,27.773,26.848,16.829,16.808,13.106,8.553,8.033,9.356,0.797,4.444,7.374,30.405,1.848,6.287,4.448,3.947,3.836,21.227,12.908,31.001,7.374,12.883,19.424,29.386,5.825,4.796,11.122,18.493
"ENSG00000133878",1.605,5.026,0.027,0.011,0.711,4.067,0.435,0.288,1.452,1.021,0.026,1.313,2.16,0,59.567,0.079,41.44,29.172,0.561,3.002,0.759,2.808,55.149,1.447,16.386,12.766,103.565,34.693,66.938,1.098,5.104,2.056,0.958
"ENSG00000133884",13.822,14.842,14.125,10.624,19.117,18.129,18.252,17.332,15.625,21.121,16.261,17.741,19.899,11.172,6.307,4.47,31.147,14.665,9.355,9.244,8.855,7.862,8.755,7.052,18.098,6.14,9.742,10.08,9.367,7.265,7.537,8.328,9.588
"ENSG00000133895",35.311,26.822,25.616,14.666,34.242,21.555,24.38,20.895,19.953,27.769,21.859,24.1,22.794,19.809,5.352,6.543,28.459,7.557,11.383,10.872,11.45,11.283,5.776,11.007,12.494,25.307,8.607,5.569,7.379,12.205,12.723,21.465,18.008
"ENSG00000133935",84.727,71.078,49.713,71.155,57.764,65.236,29.829,33.395,38.156,53.295,17.65,23.58,20.342,37.541,16.113,46.408,25.705,16.568,37.13,14.176,14.92,18.777,12.794,82.111,22.18,15.619,5.425,15.912,15.922,22.555,27.948,12.314,11.487
"ENSG00000133937",0.056,39.334,0.012,0,2.553,20.637,0.933,0.247,2.602,0.007,0.047,0,0.171,0,0,0,0.022,0,0.172,0.059,0.013,0.308,0.055,0.083,0.146,2.202,0.281,0.145,0.064,0.046,0.028,0.25,0.051
"ENSG00000133943",4.975,2.152,1.605,5.083,6.113,3.6,5.442,2.151,3.857,6.193,19.326,5.478,5.393,3.557,2.825,6.976,4.48,15.042,11.978,14.146,13.678,13.92,23.142,13.603,8.009,15.439,10.918,36.127,29.06,11.838,10.69,12.639,16.258
"ENSG00000133958",0.741,0.435,0.227,0.035,0.916,1.274,0.749,0.355,0.926,0.798,0.045,1.244,4.007,0.055,0.014,0.032,8.804,2.93,0.073,0.692,0.245,0.273,0.085,0.031,0.047,2.207,0.38,0.191,0.039,0.104,0.16,0.094,0.046
"ENSG00000133961",7.633,8.329,13.302,16.325,9.865,7.96,7.485,12.024,6.18,11.337,14.402,7.358,7.099,16.499,9.799,9.571,10.708,7.076,12.034,16.11,15.195,11.883,6.565,13.024,10.644,10.072,5.622,6.502,7.203,11.352,11.283,10.593,10.999
"ENSG00000133962",0.131,0.125,0.163,0,0.007,0.017,0.025,0.008,0.115,0.128,0.402,0.002,0.011,0.183,1.228,0.102,0.282,0.064,0.462,0.363,0.521,0.94,0.082,1.549,0.151,5.539,0.047,0.443,0.218,1.085,0.872,1.405,0.234
"ENSG00000133980",74.239,125.544,0.009,0.001,7.05,15.626,11.455,1.469,66.86,63.993,0,0.008,0.001,0,0,0.007,0,0,0.001,0.346,0.149,0.035,0,0,0.214,0,0,0,0,0.226,0.849,0.032,0.125
"ENSG00000133983",53.15,46.392,20.304,27.882,44.9,23.681,21.538,19.081,29.358,25.419,21.982,9.607,11.877,18.424,46.797,67.937,14.311,30.114,17.26,22.598,27.596,70.018,29.877,38.262,21.052,20.617,28.57,29.374,32.923,29.722,37.09,46.76,35.545
"ENSG00000133985",17.7,10.043,2.09,2.934,3.831,5.811,2.744,2.876,12.733,11.45,5.029,8.757,6.717,0.794,3.89,0.339,10.977,4.435,51.957,1.249,0.688,9.478,1.127,5.631,0.331,1.666,4.973,1.06,0.878,3.201,2.152,6.644,9.218
"ENSG00000133997",8.323,13.334,10.638,7.818,12.915,11.938,13.644,10.498,13.17,9.5,10.999,4.999,5.348,8.961,8.6,5.485,8.212,6.801,5.693,7.423,7.753,8.827,5.51,8.025,9.223,4.499,10.318,6.233,5.826,6.614,7.048,9.69,9.652
"ENSG00000134001",18.291,32.856,20.37,20.667,20.58,21.125,18.446,16.234,25.343,14.473,17.178,13.969,15.277,31.634,28.885,16.982,11.78,12.238,13.08,14.691,12.741,21.543,29.407,12.31,13.334,7.515,48.878,15.416,24.86,16.135,21.163,19.608,16.963
"ENSG00000134007",0.028,0.006,0.009,0.012,0.014,0.091,0.032,0.112,0,0.134,0.088,0.097,0.267,0.012,0.123,0.045,0.125,0.37,0.251,0.047,0.064,0,0.102,0.218,0.138,0.137,0.062,0.178,0.067,0.059,0.04,0.136,0.092
"ENSG00000134013",31.506,8.17,83.316,352.301,14.916,23.407,28.027,118.54,16.087,26.689,0.252,3.119,2.04,0.404,2.884,0.86,1.186,1.217,7.224,17.041,15.35,4.672,4.081,2.295,9.068,3.828,0.705,1.868,5.128,4.55,2.538,1.556,2.006
"ENSG00000134014",8.944,10.807,7.224,7.306,12.401,9.595,10.786,7.367,10.318,7.446,9.701,8.661,7.632,8.799,6.65,7.372,8.016,9.033,6.842,10.009,11.781,9.495,9.12,7.648,8.257,4.73,14.875,7.87,8.906,8.12,9.823,8.662,10.29
"ENSG00000134020",0.083,0.008,0.166,0.08,0.052,0.047,0.046,0.212,0.021,0.031,0.09,0.211,0.278,0.01,4.024,3.038,0.7,4.869,0.128,0.578,0.567,2.144,78.888,233.262,0.648,0.574,22.263,142.222,107.357,0.16,0.12,0.569,1.17
"ENSG00000134028",0,0,0.008,1.156,0,0,0,0,0,0,0.225,0,0.01,0,7.45,0.022,0,0,0.936,164.336,224.652,1.562,0.036,0.416,0.252,0.022,0.017,0.009,0.047,85.213,12.614,8.764,15.448
"ENSG00000134030",4.156,5.99,8.118,15.656,9.105,13.412,9.018,9.13,5.887,4.817,6.621,9.028,11.337,8.366,14.268,5.471,19.214,27.977,27.67,6.53,4.784,44.094,61.878,32.336,41.926,30.485,15.861,35.429,40.664,8.362,11.966,7.831,12.018
"ENSG00000134042",0.493,0.189,0.019,0.005,0.046,0.058,0.251,0.001,0.439,0.574,0.004,0.22,0.645,0.002,3.288,5.074,0.339,23.205,0.24,8.773,11.684,1.725,0.245,0.131,0.818,0.271,0.167,1.834,0.226,0.068,2.564,1.079,0.899
"ENSG00000134046",5.641,4.923,17.717,20.082,6.21,5.276,5.261,5.657,5.567,3.546,15.032,6.16,6.923,28.71,37.399,16.441,7.421,7.592,34.584,12.135,12.156,25.694,17.488,30.108,16.116,17.288,11.748,18.383,17.386,16.473,13.473,38.443,28.187
"ENSG00000134049",20.47,29.842,41.192,66.246,37.851,34.271,26.849,61.066,29.184,20.409,31.028,14.722,15.446,38.989,71.449,62.239,10.676,22.989,27.801,47.583,51.015,50.787,48.614,63.871,33.926,29.111,60.004,45.457,55.513,31.183,45.554,45.459,39.559
"ENSG00000134057",119.967,137.639,102.224,11.946,182.043,97.742,80.575,85.968,128.705,79.68,6.372,30.669,27.327,81.896,1.705,1.298,27.099,2.129,13.491,14.01,14.971,11.706,1.476,3.761,4.639,1.482,5.08,1.854,1.529,32.588,46.437,14.386,7.137
"ENSG00000134058",28.721,38.085,45.069,19.542,15.217,14.413,11.631,15.603,19.735,13.582,12.785,4.8,4.994,22.074,12.485,7.121,5.456,5.906,23.076,10.469,13.393,16.107,8.552,23.369,9.887,8.298,20.407,7.53,9.684,11.221,10.357,25.269,11.221
"ENSG00000134061",0,0.002,0.002,0.002,0,0,0,0,0,0.003,1.058,0.117,0.059,0.009,3.492,3.185,1.106,1.247,0.41,1.205,0.998,0.988,0.198,1.192,0.317,0.148,0.097,0.179,0.222,4.472,0.962,3.537,32.593
"ENSG00000134070",0.572,0.299,3.101,2.405,0.549,0.384,0.258,1.494,0.475,0.717,1.916,2.571,1.815,2.48,3.409,8.259,0.348,3.808,7.017,1.473,0.855,5.141,1.158,3.865,1.324,2.274,8.417,0.712,0.935,2.696,2.126,3.675,4.383
"ENSG00000134072",1.834,1.796,0.835,4.518,6.756,5.269,9.031,4.948,4.346,2.723,2.084,15.611,7.208,2.021,16.141,15.325,10.566,18.827,9.815,21.833,15.832,24.824,6.39,23.949,20.802,15.659,1.638,10.938,10.506,6.235,10.964,5.274,13.197
"ENSG00000134077",12.516,15.165,7.641,6.77,14.584,13.058,15.196,10.775,20.013,14.846,12.502,7.201,7.215,13.274,11.377,9.073,5.149,7.742,8.203,12.795,12.6,11.724,12.757,9.105,7.333,6.147,16.435,8.999,10.627,9.477,10.604,12.02,8.056
"ENSG00000134086",19.464,16.514,19.901,15.347,30.353,23.285,31.674,19.76,19.919,10.541,38.214,16.477,19.066,9.747,18.143,6.855,15.078,41.256,20.611,24.401,25.467,27.02,7.727,27.627,19.271,24.491,10.662,14.219,9.281,23.26,26.033,58.367,60.47
"ENSG00000134107",1.966,20.339,121.666,58.541,0.182,8.604,0.261,17.456,1.928,1.268,26.057,42.846,17.4,86.82,19.098,30.215,17.782,24.874,71.56,54.14,52.825,25.536,10.209,31.793,51.966,35.981,17.862,21.931,10.853,25.845,27.598,28.785,17.335
"ENSG00000134108",18.605,26.25,58.424,51.202,20.639,23.352,18.718,27.591,25.563,19.231,48.423,27.74,27.78,43.158,58.205,25.984,22.885,37.833,44.608,35.154,36.646,36.634,62.016,60.908,31.88,18.27,182.227,43.132,50.162,27.502,28.113,47.681,36.813
"ENSG00000134109",6.01,3.935,33.677,39.368,7.173,7.326,4.742,9.702,4.479,4.041,29.223,4.883,4.175,30.89,5.611,26.166,3.325,3.471,8.136,12.548,15.932,8.234,5.192,14.726,12.388,7.683,4.325,3.046,4.521,18.216,13.294,30.514,13.965
"ENSG00000134115",0.004,0.005,0.353,0.028,3.405,0.567,0.681,0.302,0.119,0.01,0,0.01,0.416,0,0,0,0.331,0.355,0.013,1.156,0.019,0,0.002,2.623,0.031,0,0.005,0.023,0.014,0.042,0.17,0.006,0.003
"ENSG00000134121",0.101,0.989,0.017,0.015,0.238,0.713,0.099,0.171,0.04,0.062,0.022,10.369,25.438,0.034,0.015,0.057,26.893,9.028,2.892,5.233,0.781,0.583,0.466,0.823,16.897,0.244,0.135,8.632,0.884,3.298,4.025,0.785,3.821
"ENSG00000134138",0.024,0.031,2.36,14.012,12.778,27.218,13.274,12.987,3.81,0.083,0.061,11.914,9.825,2.554,3.455,2.111,25.732,6.106,7.155,3.21,0.88,2.068,11.235,3.103,8.4,6.511,0.185,4.685,12.532,1.418,2.778,10.422,2.94
"ENSG00000134146",2.961,2.043,0.906,0.663,4.028,1.884,2.5,0.843,2.301,3.769,1.844,1.638,2.119,2.045,0.86,1.476,1.031,1.025,1.148,1.608,1.624,1.477,1.124,1.547,2.198,1.095,0.768,1.712,1.1,0.686,0.951,1.846,1.101
"ENSG00000134152",7.278,5.305,9.483,4.565,13.292,8.243,9.402,8.899,6.975,5.548,12.873,3.355,4.995,6.066,7.91,3.459,7.206,7.466,14.738,8.005,6.102,7.548,3.209,10.867,4.014,5.962,4.232,3.744,5.726,4.231,4.251,11.833,8.281
"ENSG00000134153",37.179,36.328,34.407,84.985,19.103,25.954,17.297,39.209,24.288,24.034,24.337,23.569,25.931,37.428,55.39,76.115,20.54,48.713,41.042,23.275,23.46,37.316,72.346,91.54,45.732,40.214,63.956,73.482,93.171,41.121,56.632,39.733,30.288
"ENSG00000134160",0.058,0.05,0.016,0,0.001,0.021,0.014,0.014,0.019,0.011,0.003,0,0.001,0.089,0,0.025,0,0.541,0.081,0.005,0.001,0.007,0.008,0,0.009,0.007,0.006,0.009,0.015,0.012,0.006,0.009,0.135
"ENSG00000134183",0.079,0.185,0.035,0.068,0.012,0.028,0.036,0.155,0.069,0.109,0.243,0.391,0.391,0.061,0,0.607,0,0.022,0.021,0.207,0.234,0.113,0.01,0.052,0.024,0.059,0.019,0.018,0.009,0.113,0.296,0.094,0.011
"ENSG00000134184",5.244,7.757,1.448,13.343,18.556,1.776,1.493,1.469,1.005,0.936,3.733,13.031,9.009,14.251,19.634,1.945,59.601,22.33,30.285,5.727,5.436,48.034,6.586,15.052,61.034,21.456,8.258,17.792,6.56,2.097,7.55,6.293,27.133
"ENSG00000134186",32.394,31.781,17.565,18.615,27.757,16.951,16,13.491,15.407,20.048,57.008,11.199,13.472,17.451,22.798,15.793,17.011,76.288,20.064,26.106,24.439,18.518,11.895,29.505,18.535,37.414,14.653,13.287,16.004,16.112,14.768,44.541,30.689
"ENSG00000134193",0.003,0.001,0,0.001,0.015,0.006,0.027,0.008,0,0.013,0,0,0,0,9.915,0.108,0,0.017,0.038,140.53,315.216,3.363,0.005,0.03,0,19.555,0.002,0.007,0,24.184,106.385,0.471,0.014
"ENSG00000134198",8.535,3.61,13.151,0.007,19.131,4.168,8.621,3.774,7.98,9.291,97.213,0.009,0.111,0.234,26.619,0.33,1.69,0.611,12.666,7.138,2.352,7.817,2.239,1.723,2.967,2.794,0.727,5.098,3.862,3.344,3.757,3.255,1.602
"ENSG00000134200",0,0,0.008,0,0,0,0,0,0,0,2.009,0,0,0,0,0,0,0,0,0.076,0.008,0,0,0,0,0,0,0,0,0,0,0.052,0
"ENSG00000134201",0.041,0.059,0.016,0.057,0.211,0.031,0.024,0.031,0.016,0.057,0.196,0.215,0.029,0.056,2.71,0.557,5.632,31.65,2.4,1.315,0.842,4.244,0.26,2.356,26.721,1.243,0.338,2.024,0.432,0.529,1.013,0.553,1.405
"ENSG00000134202",0.924,1.263,7.438,23.463,5.509,5.91,1.784,4.474,1.687,0.609,4.347,7.151,6.944,5.474,39.484,3.327,18.64,27.404,18.91,17.48,19.964,75.673,15.668,5.577,56.352,14.769,14.118,41.371,12.487,3.888,13.471,7.48,10.194
"ENSG00000134207",16.75,6.644,0.343,0,4.239,0.897,4.627,0.212,12.199,31.061,0,0.535,1.516,0,0,0.027,8.313,2.217,0.027,0.461,0.032,0.052,0.01,0.007,0.155,1.398,0.087,0,0,0.245,0.134,0.124,0.007
"ENSG00000134215",2.268,3.21,7.684,0.008,0.354,1.716,0.604,4.567,2.452,2.108,24.339,9.999,10.737,3.697,2.595,1.376,0.485,0.578,11.59,5.349,13.275,6.397,0.563,1.572,0.633,6.423,0.225,0.639,0.678,16.305,6.221,5.749,11.318
"ENSG00000134216",0,0,0.004,0,0,0,0,0,0,0,0,0,0.087,0,0.062,0.012,0,0.012,0.009,0,0,26.808,0.01,0.774,0,0,0,0.027,0.037,0.002,0.054,0.095,0
"ENSG00000134222",25.259,29.263,38.491,3.514,56.421,34.788,22.419,16,24.352,19.937,0.551,20.875,26.748,10.335,0.502,0.725,33.125,35.648,3.89,4.597,4.912,3.006,0.567,1.874,3.381,1.625,0.75,1.426,1.226,5.233,8.308,3.114,2.431
"ENSG00000134240",0,0,0.027,0,0.065,0.092,0.523,0.086,0.072,0.002,0,0,0,0,12.983,2510.19,0,6.087,7.451,40.042,46.652,37.288,14.9,3.953,0.189,0.292,1.432,17.092,10.705,79.979,7.393,3.464,0.05
"ENSG00000134242",0.008,0.007,0.147,0.049,0.004,0.014,0.007,0.032,0,0.009,13.261,0,0,0.342,0.541,0.693,0.071,0.042,1.046,1.878,1.336,0.902,0.13,3.368,0.223,0.601,0.053,0.254,0.197,3.099,1.377,22.506,8.254
"ENSG00000134243",34.2,10.754,64.328,30.645,17.813,24.206,15.606,9.327,15.502,26.555,5.119,30.207,35.385,1.319,58.682,1.701,14.285,63.743,30.447,22.382,27.651,14.256,78.309,39.984,7.632,14.798,84.73,52.554,55.762,27.093,31.64,9.208,5.941
"ENSG00000134245",0.16,1.798,0.344,12.761,3.012,0.565,4.884,0.234,0.227,0.358,0.257,0.442,0.687,0.482,1.772,0.09,1.156,1.409,3.891,2.884,1.492,3.082,0.662,2.021,10.784,1.1,0.234,2.495,0.483,1.843,2.666,0.36,0.403
"ENSG00000134247",21.647,22.807,32.525,30.984,17.309,19.423,12.279,21.197,11.364,11.229,0.07,60.725,53.109,63.68,5.992,2.877,9.948,3.542,16.443,14.805,8.823,6.532,16.58,4.779,17.154,6.646,0.864,42.04,12.41,22.011,18.727,6.217,0.992
"ENSG00000134248",21.09,32.248,22.925,44.956,38.112,23.218,16.41,29.296,20.497,14.816,26.638,28.762,31.494,23.533,73.394,59.953,45.552,48.538,33.941,20.684,21.314,110.039,82.695,88.865,51.229,31.383,55.485,96.237,87.693,40.998,50.024,52.188,66.643
"ENSG00000134249",0,0,0,0,0,0,0.003,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0.001,0,0.005,0,0,0,0,0,0,0,0,0.008,0.005
"ENSG00000134250",18.071,11.157,10.491,16.384,14.512,15.965,30,21.764,11.199,25.266,20.399,62.027,39.047,19.127,7.146,5.638,22.075,5.171,14.392,9.823,8.836,4.082,9.659,5.442,17.542,7.09,2.085,4.692,4.891,14.05,5.816,9.495,14.153
"ENSG00000134253",5.027,2.618,4.972,0.918,11.266,10.082,16.472,3.208,5.346,5.656,8.272,3.191,3.137,1.317,0.263,0.449,2.167,2.413,2.632,4.363,3.349,1.079,2.619,2.057,3.158,16.22,6.117,8.922,5.1,0.604,1.243,1.176,1.827
"ENSG00000134255",5.69,3.176,6.288,3.357,5.095,4.619,5.072,6.849,4.173,4.4,10.72,2.181,2.75,5.48,4.158,6.616,4.191,4.626,4.847,13.257,14.11,4.193,2.569,7.271,5.096,4.668,3.113,2.837,3.402,6.907,6.342,15.947,22.247
"ENSG00000134256",0.767,0.811,0.527,0.15,0.29,0.381,0.244,0.329,0.288,0.947,0.267,2.882,3.385,0.555,0,0.421,0.76,0.392,0.538,1.518,1.299,0.22,0.285,3.427,0.184,0.825,0.016,0.213,0.254,0.911,0.472,0.943,0.553
"ENSG00000134258",0.022,0.031,103.741,0.003,0.278,0.175,0.415,0.039,0.615,0.124,0.03,0.087,0.042,0,0.416,0.487,0.037,0.019,0.2,0.018,0.068,0.639,0.019,0.467,0.036,16.685,0.057,0.041,0,0.005,0.021,0.051,0
"ENSG00000134259",0.383,0.45,3.198,0.009,1.012,0.782,0.325,1.357,0.16,0.511,0,0,0,0.454,15.674,3.279,0.162,1.187,2.916,0.837,0.163,0.432,4.413,1.737,39.772,1.746,0.399,15.939,9.791,0.91,2.625,1.064,3.037
"ENSG00000134262",2.494,3.075,1.743,1.962,2.595,3.376,4.671,2.911,3.024,2.724,11.918,2.825,3.813,4.713,3.061,2.556,8.81,7.258,5.609,9.028,7.741,5.024,3.458,5.739,5.908,10.352,5.757,4.165,4.306,7.516,6.499,19.01,12.399
"ENSG00000134265",11.231,20.992,9.041,16.158,12.005,18.26,12.988,14.157,12.393,8.388,19.024,6.542,8.277,15.536,23.718,11.277,6.654,27.732,16.506,14.821,13.882,17.918,20.288,17.887,8.438,11.757,29.733,17.896,16.247,13.048,10.704,19.23,14.018
"ENSG00000134278",6.753,5.519,3.38,11.377,7.683,6.7,4.044,9.345,3.918,6.166,5.697,47.12,30.15,12.761,19.144,1.694,21.511,20.628,7.207,3.371,1.841,9.211,17.983,14.738,8.099,4.62,42.246,9.905,11.871,1.833,2.143,5.938,2.825
"ENSG00000134283",10.597,11.51,4.765,7.244,11.18,7.946,8.032,6.88,8.813,8.522,11.159,3.703,4.826,8.49,5.26,3.876,8.91,4.939,3.809,7.37,7.096,5.8,3.964,5.234,5.536,3.887,6.257,6.251,4.23,4.681,4.607,10.513,8.136
